1
598.0000,432.0000,46.0000,46.0000
597.0000,431.0000,46.0000,46.0000
596.0000,430.0000,46.0000,46.0000
595.0000,429.0000,46.0000,46.0000
594.0000,428.0000,46.0000,46.0000
598.0000,432.0000,46.0000,46.0000
597.0000,431.0000,46.0000,46.0000
596.0000,430.0000,46.0000,46.0000
595.0000,429.0000,46.0000,46.0000
594.0000,428.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
596.0000,430.0000,46.0000,46.0000
595.0000,429.0000,46.0000,46.0000
594.0000,428.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
596.0000,425.0000,46.0000,46.0000
595.0000,429.0000,46.0000,46.0000
594.0000,428.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
591.0000,425.0000,46.0000,46.0000
595.0000,429.0000,46.0000,46.0000
594.0000,428.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
591.0000,425.0000,46.0000,46.0000
590.0000,424.0000,46.0000,46.0000
594.0000,423.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
591.0000,425.0000,46.0000,46.0000
590.0000,424.0000,46.0000,46.0000
589.0000,423.0000,46.0000,46.0000
593.0000,427.0000,46.0000,46.0000
592.0000,426.0000,46.0000,46.0000
591.0000,425.0000,46.0000,46.0000
590.0000,424.0000,46.0000,46.0000
589.0000,423.0000,46.0000,46.0000
588.0000,422.0000,46.0000,46.0000
587.0000,426.0000,46.0000,46.0000
591.0000,425.0000,46.0000,46.0000
590.0000,424.0000,46.0000,46.0000
589.0000,423.0000,46.0000,46.0000
588.0000,422.0000,46.0000,46.0000
587.0000,426.0000,46.0000,46.0000
586.0000,425.0000,46.0000,46.0000
590.0000,424.0000,46.0000,46.0000
589.0000,423.0000,46.0000,46.0000
588.0000,422.0000,46.0000,46.0000
587.0000,426.0000,46.0000,46.0000
586.0000,425.0000,46.0000,46.0000
585.0000,424.0000,46.0000,46.0000
589.0000,423.0000,46.0000,46.0000
588.0000,427.0000,46.0000,46.0000
