1
492.0000,245.0000,82.0000,302.0000
490.0000,244.0000,82.0000,302.0000
488.0000,242.0000,82.0000,302.0000
486.0000,241.0000,82.0000,302.0000
484.0000,239.0000,82.0000,302.0000
482.0000,238.0000,82.0000,302.0000
482.0000,239.0000,82.0000,302.0000
483.0000,241.0000,82.0000,302.0000
483.0000,242.0000,82.0000,302.0000
482.0000,243.0000,82.0000,302.0000
482.0000,245.0000,82.0000,302.0000
481.0000,247.0000,82.0000,302.0000
480.0000,248.0000,82.0000,302.0000
479.0000,248.0000,82.0000,302.0000
478.0000,249.0000,82.0000,302.0000
478.0000,250.0000,82.0000,302.0000
477.0000,250.0000,82.0000,302.0000
476.0000,251.0000,82.0000,302.0000
476.0000,251.0000,82.0000,302.0000
475.0000,251.0000,82.0000,302.0000
474.0000,252.0000,82.0000,302.0000
475.0000,251.0000,82.0000,302.0000
474.0000,251.0000,82.0000,302.0000
472.0000,250.0000,82.0000,302.0000
471.0000,248.0000,82.0000,302.0000
471.0000,247.0000,82.0000,302.0000
470.0000,246.0000,82.0000,302.0000
469.0000,245.0000,82.0000,302.0000
469.0000,244.0000,82.0000,302.0000
469.0000,242.0000,82.0000,302.0000
468.0000,241.0000,82.0000,302.0000
467.0000,240.0000,82.0000,302.0000
467.0000,239.0000,82.0000,302.0000
466.0000,239.0000,82.0000,302.0000
466.0000,238.0000,82.0000,302.0000
466.0000,238.0000,82.0000,302.0000
466.0000,238.0000,82.0000,302.0000
466.0000,237.0000,82.0000,302.0000
467.0000,237.0000,82.0000,302.0000
467.0000,237.0000,82.0000,302.0000
468.0000,236.0000,82.0000,302.0000
468.0000,236.0000,82.0000,302.0000
469.0000,236.0000,82.0000,302.0000
469.0000,235.0000,82.0000,302.0000
470.0000,235.0000,82.0000,302.0000
470.0000,235.0000,82.0000,302.0000
470.0000,235.0000,82.0000,302.0000
470.0000,235.0000,82.0000,302.0000
471.0000,235.0000,82.0000,302.0000
471.0000,235.0000,82.0000,302.0000
471.0000,235.0000,82.0000,302.0000
471.0000,235.0000,82.0000,302.0000
471.0000,235.0000,82.0000,302.0000
472.0000,235.0000,82.0000,302.0000
472.0000,234.0000,82.0000,302.0000
472.0000,233.0000,82.0000,302.0000
472.0000,233.0000,82.0000,302.0000
472.0000,232.0000,82.0000,302.0000
