1
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
556.0000,253.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,257.0000,22.0000,16.0000
552.0000,261.0000,22.0000,16.0000
552.0000,261.0000,22.0000,16.0000
556.0000,261.0000,22.0000,16.0000
556.0000,261.0000,22.0000,16.0000
556.0000,261.0000,22.0000,16.0000
556.0000,261.0000,22.0000,16.0000
556.0000,261.0000,22.0000,16.0000
560.0000,261.0000,22.0000,16.0000
560.0000,261.0000,22.0000,16.0000
560.0000,261.0000,22.0000,16.0000
560.0000,265.0000,22.0000,16.0000
560.0000,265.0000,22.0000,16.0000
564.0000,265.0000,22.0000,16.0000
